"Timestamp","name","activity","lat","lon","weight","brood","mean_fanning","humidity","flight_noise","temperature"
2017-06-25 10:00:00,"beehive_54620",60456,55.01031,-1.62681,44.608425654,33.245421673,NA,30.80378306,299,26.315018707
2017-06-25 10:00:00,"beehive_54630",61000,55.007339,-1.642851,17.414438856,35.743590184,414,30.5924364,409,33.326007754
2017-06-25 11:00:00,"beehive_54620",61078,55.01031,-1.62681,44.644515882,33.406593835,NA,24.61434516,318,28.410256813
2017-06-25 11:00:00,"beehive_54630",60337,55.007339,-1.642851,17.399401261,35.663004103,319,25.33896228,383,34.293040726
2017-06-25 12:00:00,"beehive_54620",61314,55.01031,-1.62681,44.764816642,33.084249511,NA,23.98030518,358,23.252747629
2017-06-25 12:00:00,"beehive_54630",61497,55.007339,-1.642851,17.43248397,35.904762346,360,30.35089736,339,30.102564514
2017-06-25 14:00:00,"beehive_54620",61318,55.01031,-1.62681,44.752786566,33.00366343,NA,20.26664244,346,22.366300738
2017-06-25 14:00:00,"beehive_54630",61502,55.007339,-1.642851,17.381356147,35.824176265,338,23.82934328,313,25.912088302
2017-06-25 15:00:00,"beehive_54620",60566,55.01031,-1.62681,44.671583553,32.761905187,NA,19.48164056,417,21.479853847
2017-06-25 15:00:00,"beehive_54630",60142,55.007339,-1.642851,17.438499008,35.824176265,323,21.74606906,306,23.494505872
2017-06-25 16:00:00,"beehive_54620",60658,55.01031,-1.62681,46.443012244,34.131868564,NA,26.24473368,313,21.076923442
2017-06-25 16:00:00,"beehive_54630",59110,55.007339,-1.642851,17.525717059,35.824176265,280,32.49455634,248,19.948718308
2017-06-25 17:00:00,"beehive_54620",60869,55.01031,-1.62681,46.752786701,34.454212888,NA,26.48627272,310,18.901099255
2017-06-25 17:00:00,"beehive_54630",57096,55.007339,-1.642851,17.588874958,35.743590184,242,32.28320968,174,18.095238445
2017-06-25 18:00:00,"beehive_54620",59671,55.01031,-1.62681,46.879102499,35.179487617,NA,27.63358316,256,17.289377635
2017-06-25 18:00:00,"beehive_54630",59700,55.007339,-1.642851,17.585867439,35.501831941,322,30.5924364,211,16.805861149
2017-06-25 19:00:00,"beehive_54620",59746,55.01031,-1.62681,46.921207765,35.098901536,NA,28.87147074,199,15.758242096
2017-06-25 19:00:00,"beehive_54630",54619,55.007339,-1.642851,17.591882477,35.824176265,282,31.8001316,171,15.355311691
2017-06-25 20:00:00,"beehive_54620",57846,55.01031,-1.62681,47.020455892,34.776557212,NA,30.04897356,170,14.549450881
2017-06-25 20:00:00,"beehive_54630",54587,55.007339,-1.642851,17.600905034,35.743590184,221,31.67936208,153,13.985348314
2017-06-25 21:00:00,"beehive_54620",59689,55.01031,-1.62681,47.068576196,34.937729374,NA,30.5924364,165,13.098901423
2017-06-25 21:00:00,"beehive_54630",57168,55.007339,-1.642851,17.579852401,35.582418022,310,39.6501504,151,12.373626694
2017-06-25 22:00:00,"beehive_54620",50109,55.01031,-1.62681,47.110681462,34.857143293,NA,31.01512972,105,11.970696289
2017-06-25 22:00:00,"beehive_54630",52553,55.007339,-1.642851,17.576844882,35.663004103,188,40.82765322,147,11.003663317
2017-06-25 23:00:00,"beehive_54620",51693,55.01031,-1.62681,47.152786728,34.937729374,NA,31.196284,104,11.164835479
2017-06-25 23:00:00,"beehive_54630",40712,55.007339,-1.642851,17.579852401,35.743590184,137,42.45804174,108,10.036630345
2017-06-26 00:00:00,"beehive_54620",41714,55.01031,-1.62681,47.161809285,34.937729374,NA,31.43782304,95,10.681318993
2017-06-26 00:00:00,"beehive_54630",39094,55.007339,-1.642851,17.585867439,35.743590184,138,39.3482266,111,9.714286021
2017-06-26 01:00:00,"beehive_54620",42657,55.01031,-1.62681,47.179854399,34.857143293,NA,31.6491697,91,9.956044264
2017-06-26 01:00:00,"beehive_54630",40875,55.007339,-1.642851,17.58285992,35.340659779,138,38.80476376,113,9.069597373
2017-06-26 02:00:00,"beehive_54620",40646,55.01031,-1.62681,47.203914551,34.776557212,NA,31.83032398,90,9.472527778
2017-06-26 02:00:00,"beehive_54630",40645,55.007339,-1.642851,17.585867439,35.501831941,137,37.23476,111,8.586080887
2017-06-26 03:00:00,"beehive_54620",40513,55.01031,-1.62681,47.203914551,35.260073698,NA,32.01147826,87,9.150183454
2017-06-26 03:00:00,"beehive_54630",42055,55.007339,-1.642851,17.576844882,35.340659779,152,45.29612546,118,8.344322644
2017-06-26 04:00:00,"beehive_54620",49027,55.01031,-1.62681,47.197899513,35.260073698,NA,32.16244016,103,8.908425211
2017-06-26 04:00:00,"beehive_54630",46718,55.007339,-1.642851,17.58285992,35.582418022,162,43.24304362,121,8.263736563
2017-06-26 05:00:00,"beehive_54620",56545,55.01031,-1.62681,46.957297993,35.340659779,NA,32.73609538,139,10.197802507
2017-06-26 05:00:00,"beehive_54630",55433,55.007339,-1.642851,17.585867439,35.42124586,233,40.01245896,157,10.278388588
2017-06-26 06:00:00,"beehive_54620",60711,55.01031,-1.62681,46.843012271,35.663004103,NA,33.0078268,231,11.24542156
2017-06-26 06:00:00,"beehive_54630",60936,55.007339,-1.642851,17.585867439,35.501831941,409,52.90460522,245,11.567765884
2017-06-26 07:00:00,"beehive_54620",60144,55.01031,-1.62681,46.704666397,35.42124586,NA,33.4607125,220,13.260073585
2017-06-26 07:00:00,"beehive_54630",60911,55.007339,-1.642851,17.58285992,35.582418022,355,34.87975436,215,15.355311691
2017-06-26 08:00:00,"beehive_54620",59622,55.01031,-1.62681,46.464064877,35.260073698,NA,34.12494486,248,15.516483853
2017-06-26 08:00:00,"beehive_54630",60998,55.007339,-1.642851,17.525717059,35.501831941,402,40.13322848,272,24.783883168
2017-06-26 09:00:00,"beehive_54620",60728,55.01031,-1.62681,46.427974649,35.501831941,NA,34.18532962,264,17.047619392
